Date,ticker,Close,Return,Treatment,expected_return,abnormal_return,event_id,event_date,event_time,CAR_pre,CAR_post,delta_CAR,post,CAR
<<<<<<< HEAD
2020-12-31,NVDA,13.020751953125,,1,,,,,,,,,0,
2021-01-04,NVDA,13.0791015625,0.004481278007987477,1,,,,,,,,,0,
2021-01-05,NVDA,13.369586944580078,0.022209888094526953,1,,,,,,,,,0,
2021-01-06,NVDA,12.581406593322754,-0.0589532312796579,1,,,,,,,,,0,
2021-01-07,NVDA,13.308995246887207,0.057830469762466974,1,,,,,,,,,0,
2021-01-08,NVDA,13.241920471191406,-0.005039807622704506,1,,,,,,,,,0,
2021-01-11,NVDA,13.585765838623047,0.025966427466446174,1,,,,,,,,,0,
2021-01-12,NVDA,13.44937515258789,-0.01003923427322817,1,,,,,,,,,0,
2021-01-13,NVDA,13.496251106262207,0.003485362936381131,1,,,,,,,,,0,
2021-01-14,NVDA,13.16562271118164,-0.024497795163810787,1,,,,,,,,,0,
2021-01-15,NVDA,12.825765609741211,-0.025813978487457923,1,,,,,,,,,0,
2021-01-19,NVDA,12.991081237792969,0.0128893379999242,1,,,,,,,,,0,
2021-01-20,NVDA,13.3306884765625,0.02614156840013937,1,,,,,,,,,0,
2021-01-21,NVDA,13.831120491027832,0.03753984764891727,1,,,,,,,,,0,
2021-01-22,NVDA,13.676527976989746,-0.01117715040790579,1,,,,,,,,,0,
2021-01-25,NVDA,13.617432594299316,-0.004320934581485525,1,,,,,,,,,0,
2021-01-26,NVDA,13.400008201599121,-0.0159666215488532,1,,,,,,,,,0,
2021-01-27,NVDA,12.88386344909668,-0.03851824153666161,1,,,,,,,,,0,
2021-01-28,NVDA,13.016764640808105,0.010315321350347295,1,,,,,,,,,0,
2021-01-29,NVDA,12.955673217773438,-0.00469328782692624,1,,,,,,,,,0,
2021-02-01,NVDA,13.202278137207031,0.01903451216223062,1,,,,,,,,,0,
2021-02-02,NVDA,13.521188735961914,0.02415572490145612,1,,,,,,,,,0,
2021-02-03,NVDA,13.49500560760498,-0.0019364516588171732,1,0.004481278007987477,-0.00641772966680465,,,,,,,0,
2021-02-04,NVDA,13.628405570983887,0.009885135824154734,1,0.013345583051257215,-0.003460447227102481,,,,,,,0,
2021-02-05,NVDA,13.555346488952637,-0.005360794529537638,1,-0.010754021725714491,0.005393227196176853,,,,,,,0,
2021-02-08,NVDA,14.400874137878418,0.06237595251547945,1,0.004105719392523799,0.05827023312295565,,,,,,,0,
2021-02-09,NVDA,14.22583293914795,-0.012154900949384762,1,0.004105719392523799,-0.01626062034190856,,,,,,,0,
2021-02-10,NVDA,14.725521087646484,0.03512540535489128,1,0.007749170738177528,0.027376234616713752,,,,,,,0,
2021-02-11,NVDA,15.210742950439453,0.03295108267510005,1,0.005207970022262428,0.027743112652837625,,,,,,,0,
2021-02-12,NVDA,14.922002792358398,-0.01898264660850857,1,0.004992644136527266,-0.023975290745035835,,,,,,,0,
2021-02-16,NVDA,15.290033340454102,0.02466361608538059,1,-0.001037062055905058,0.025700678141285647,,,,,,,0,
2021-02-17,NVDA,14.866896629333496,-0.027674021481763456,1,-0.001037062055905058,-0.0266369594258584,,,,,,,0,
2021-02-18,NVDA,14.790101051330566,-0.005165541936398954,1,0.00022897431280669264,-0.005394516249205647,,,,,,,0,
2021-02-19,NVDA,14.887344360351562,0.0065748914550010085,1,0.0023883571534177492,0.004186534301583259,,,,,,,0,
2021-02-22,NVDA,14.318089485168457,-0.03823750303641549,1,0.003930213077287462,-0.04216771611370295,,,,,,,0,
2021-02-23,NVDA,14.104901313781738,-0.014889428621573608,1,0.003930213077287462,-0.01881964169886107,,,,,,,0,
2021-02-24,NVDA,14.46096420288086,0.025243912110977762,1,0.003380136566702596,0.021863775544275165,,,,,,,0,
2021-02-25,NVDA,13.272591590881348,-0.0821779651292387,1,0.002170964184480359,-0.08434892931371905,,,,,,,0,
2021-02-26,NVDA,13.678523063659668,0.03058419073613372,1,-0.00022251850499858052,0.0308067092411323,,,,,,,0,
2021-03-01,NVDA,13.805438041687012,0.009278412401447333,1,9.680099676027296e-05,0.009181611404687061,,,,,,,0,
2021-03-02,NVDA,13.371081352233887,-0.031462724191839375,1,9.680099676027296e-05,-0.03155952518859965,,,,,,,0,
2021-03-03,NVDA,12.771159172058105,-0.044867140089275837,1,0.0010436865550337905,-0.04591082664430963,,,,,,,0,
2021-03-04,NVDA,12.337800025939941,-0.03393263996476581,1,0.00214425980962533,-0.03607689977439114,,,,,,,0,
2021-03-05,NVDA,12.428811073303223,0.007376602568685886,1,0.0019587729246961253,0.005417829643989761,,,,,,,0,
2021-03-08,NVDA,11.562838554382324,-0.06967460634919342,1,0.0019840560682471606,-0.07165866241744058,,,,,,,0,
2021-03-09,NVDA,12.491715431213379,0.08033294527657397,1,0.0019840560682471606,0.07834888920832682,,,,,,,0,
2021-03-10,NVDA,12.439833641052246,-0.0041532958741195,1,0.004399731926136452,-0.008553027800255953,,,,,,,0,
2021-03-11,NVDA,12.963886260986328,0.04212697975354551,1,0.0037630152770779437,0.03836396447646757,,,,,,,0,
2021-03-12,NVDA,12.826702117919922,-0.010582023037277732,1,0.004924585279959919,-0.015506608317237651,,,,,,,0,
2021-03-15,NVDA,13.161188125610352,0.026077319377607378,1,0.005066628918121011,0.021010690459486368,,,,,,,0,
2021-03-16,NVDA,13.260958671569824,0.007580664071302978,1,0.005066628918121011,0.0025140351531819675,,,,,,,0,
2021-03-17,NVDA,13.310844421386719,0.0037618509379599985,1,0.005066628918121011,-0.0013047779801610123,,,,,,,0,
2021-03-18,NVDA,12.693503379821777,-0.046378803779950406,1,0.005066628918121011,-0.05144543269807142,,,,,,,0,
2021-03-19,NVDA,12.816473960876465,0.009687678600233118,1,0.00571986182369633,0.003967816776536789,,,,,,,0,
2021-03-22,NVDA,13.156196594238281,0.026506715840788342,1,0.0044039752347796515,0.02210274060600869,,,,,,,0,
2021-03-23,NVDA,13.040961265563965,-0.008759015407597603,1,0.0044039752347796515,-0.013162990642377255,,,,,,,0,
2021-03-24,NVDA,12.614187240600586,-0.03272565697210683,1,0.0044039752347796515,-0.03712963220688648,,,,,,,0,
2021-03-25,NVDA,12.506678581237793,-0.008522836811614809,1,0.0031498141091562647,-0.011672650920771074,,,,,,,0,
2021-03-26,NVDA,12.80998706817627,0.024251721587655872,1,0.0026344071739925544,0.021617314413663317,,,,,,,0,
2021-03-29,NVDA,12.91873836517334,0.008489571177416666,1,0.001733010231779268,0.006756560945637398,,,,,,,0,
2021-03-30,NVDA,12.842414855957031,-0.005907969265951163,1,0.001733010231779268,-0.007640979497730431,,,,,,,0,
2021-03-31,NVDA,13.317830085754395,0.03701914594176503,1,0.001733010231779268,0.03528613570998576,,,,,,,0,
2021-04-01,NVDA,13.780272483825684,0.03472355444495023,1,0.0019264820822835775,0.03279707236266666,,,,,,,0,
2021-04-05,NVDA,13.955622673034668,0.012724725829245997,1,-0.0007674852018124546,0.013492211031058451,,,,,,,0,
2021-04-06,NVDA,13.82990837097168,-0.009008147110905806,1,-0.0013279089407475621,-0.007680238170158244,,,,,,,0,
2021-04-07,NVDA,14.111266136169434,0.02034415251718591,1,0.00011272411772519641,0.020231428399460714,,,,,,,0,
2021-04-08,NVDA,14.284370422363281,0.012267098113198704,1,-0.0030749027850663136,0.015342000898265018,,,,,,,0,
2021-04-09,NVDA,14.367179870605469,0.005797206722708781,1,-0.0009405839625843515,0.006737790685293133,,,,,,,0,
2021-04-12,NVDA,15.174337387084961,0.05618065088270363,1,-0.0008618601220874275,0.05704251100479106,,,,,,,0,
2021-04-13,NVDA,15.643767356872559,0.030935780443839045,1,-0.0006380217281571654,0.03157380217199621,,,,,,,0,
2021-04-14,NVDA,15.242181777954102,-0.025670643762292555,1,-8.699840032237896e-05,-0.025583645361970178,,,,,,,0,
2021-04-15,NVDA,16.10047149658203,0.056310161572101114,1,0.0006954030444364934,0.05561475852766462,,,,,,,0,
2021-04-16,NVDA,15.87623405456543,-0.01392738355918366,1,0.0014167647377393694,-0.015344148296923028,,,,,,,0,
2021-04-19,NVDA,15.326739311218262,-0.03461115157779837,1,0.0004975867225022526,-0.035108738300300625,,,,,,,0,
2021-04-20,NVDA,15.136673927307129,-0.012400901460626779,1,0.00020254502542077767,-0.012603446486047557,,,,,,,0,
2021-04-21,NVDA,15.325490951538086,0.012474142281041267,1,0.00021123901210289603,0.012262903268938372,,,,,,,0,
2021-04-22,NVDA,14.816404342651367,-0.033218290395820915,1,-0.0008911148701950771,-0.03232717552562584,,,,,,,0,
2021-04-23,NVDA,15.230461120605469,0.027945834115918,1,-0.0014041745502951018,0.029350008666213102,,,,,,,0,
2021-04-26,NVDA,15.442726135253906,0.013936873806221328,1,-0.0009052444594155277,0.014842118265636856,,,,,,,0,
2021-04-27,NVDA,15.346693992614746,-0.006218600381698858,1,-0.000546640243000345,-0.005671960138698513,,,,,,,0,
2021-04-28,NVDA,15.24193286895752,-0.006826299117428158,1,0.0005725933930491378,-0.0073988925104772965,,,,,,,0,
2021-04-29,NVDA,15.289822578430176,0.003141970895974122,1,0.00018632456885155543,0.0029556463271225666,,,,,,,0,
2021-04-30,NVDA,14.975293159484863,-0.020571162113354302,1,0.0011794777538203952,-0.0217506398671747,,,,,,,0,
2021-05-03,NVDA,14.802934646606445,-0.011509525125339648,1,0.0015530263795994336,-0.013062551504939082,,,,,,,0,
2021-05-04,NVDA,14.318541526794434,-0.032722776353204974,1,0.0010017410497980509,-0.03372451740300302,,,,,,,0,
2021-05-05,NVDA,14.425549507141113,0.007473385480388117,1,0.00135933074462886,0.006114054735759257,,,,,,,0,
2021-05-06,NVDA,14.489899635314941,0.0044608441530753495,1,0.0008985189657249444,0.003562325187350405,,,,,,,0,
2021-05-07,NVDA,14.778493881225586,0.019916925111563843,1,0.0015254688936938113,0.01839145621787003,,,,,,,0,
2021-05-10,NVDA,14.233236312866211,-0.03689534080682355,1,0.0004341089752827215,-0.03732944978210627,,,,,,,0,
2021-05-11,NVDA,14.27364444732666,0.0028389983537280283,1,0.0007411579978355869,0.0020978403558924415,,,,,,,0,
2021-05-12,NVDA,13.727145195007324,-0.03828729616574489,1,0.0012547005716846687,-0.03954199673742956,,,,,,,0,
2021-05-13,NVDA,13.634106636047363,-0.006777706335749922,1,0.0012055468587270832,-0.007983253194477005,,,,,,,0,
2021-05-14,NVDA,14.210537910461426,0.0422786244674096,1,0.0010424249769274737,0.04123619949048212,,,,,,,0,
